tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R1;161002;1;BUJAK Piotr Marek;29;wyższe;Wróblin,;1913;36.38;-1;Druga tura
R1;161002;2;KAŁAMARZ Andrzej Jan;51;wyższe;Głogówek,;1945;36.99;-1;Druga tura
R1;161002;3;PELKA Marek Jan;45;wyższe;Rzepcze,;1400;26.63;-1;Nie
R1;161003;1;BARWIENIEC Krzysztof Bogusław;42;wyższe techniczne;Prudnik,;811;40.19;-1;Druga tura
R1;161003;2;JĘDRZEJ Grzegorz Aleksander;44;wyższe pedagogiczne;Prudnik,;239;11.84;-1;Nie
R1;161003;3;KOZACZEK Mariusz Ryszard;40;wyższe ekonomiczne;Prudnik,;968;47.97;-1;Druga tura
R1;161004;1;BARAŃSKA Teresa;47;wyższe;Prudnik,;2579;24.55;-1;Nie
R1;161004;2;FEJDYCH Franciszek;58;wyższe;Niemysłowice,;3174;30.21;-1;Druga tura
R1;161004;3;RYGOROWICZ Witold Tomasz;52;wyższe;Prudnik,;832;7.92;-1;Nie
R1;161004;4;ZAWIŚLAK Grzegorz Józef;42;wyższe techniczne;Czyżowice,;3922;37.33;-1;Druga tura
R1;161101;1;PYTEL Brygida Teresa;63;wyższe;Otmice,;1397;72.31%;535;Tak
R1;161102;1;WYCISŁO Marcin Piotr;37;wyższe techniczne;Jemielnica,;1902;90.70%;195;Tak
R1;161103;1;BEDNORZ Maria Magdalena;59;wyższe;Kolonowskie,;192;8.78;-1;Nie
R1;161103;2;KOSTON Norbert Józef;54;wyższe;Kolonowskie,;903;41.27;-1;Druga tura
R1;161103;3;ŻYŁKA Janusz Piotr;49;wyższe;Kolonowskie,;1093;49.95;-1;Druga tura
R1;161104;1;JASTRZEMBSKI Łukasz Stefan;39;wyższe;Leśnica,;1797;76.63%;548;Tak
R1;161105;1;CHABRASZEWSKI Jan;56;wyższe;Kadłub,;1814;17.06;-1;Nie
R1;161105;2;GOC Tadeusz Franciszek;68;wyższe;Szczepanek,;5488;51.60;-1;Tak
R1;161105;3;RUDNER Henryk Wilhelm;52;wyższe;Strzelce Opolskie,;3334;31.35;-1;Nie
R1;161106;1;GOLEC Sebastian Tomasz;38;Wyższe;Stary Ujazd,;1178;42.44;-1;Druga tura
R1;161106;2;IBROM Hubert Jerzy;27;Wyższe;Nogowczyce,;1289;46.43;-1;Druga tura
R1;161106;3;KOŁODZIEJ Piotr Jan;46;Wyższe;Stary Ujazd,;309;11.13;-1;Nie
R1;161107;1;DZIEMBALA Przemysław Szymon;30;średnie;Zawadzkie,;171;5.00;-1;Nie
R1;161107;2;KOWALCZYK Bartłomiej Stanisław;30;średnie;Zawadzkie,;1235;36.14;-1;Nie
R1;161107;3;STACHOWSKI Mariusz Kazimierz;55;wyższe;Kielcza,;2011;58.85;-1;Tak
R1;166101;1;GAMBIEC Marcin Roch;34;wyższe;Opole,;1886;3.47;-1;Nie
R1;166101;2;GRABOWSKI Paweł;32;wyższe;Brzeg,;1050;1.93;-1;Nie
R1;166101;3;KAMIŃSKA Barbara Ewa;56;wyższe;Opole, Polskie Stronnictwo Ludowe;5890;10.82;-1;Nie
R1;166101;4;KLEPACZ Apolonia Weronika;66;wyższe;Masów,;1020;1.87;-1;Nie
R1;166101;5;POROWSKA Violetta Teresa;50;wyższe;Opole,;6289;11.56;-1;Nie
R1;166101;6;WIŚNIEWSKI Arkadiusz;40;wyższe;Opole,;38285;70.35;-1;Tak
R1;180103;1;KOCHANOWICZ Bogusław Wojciech;56;wyższe;Rabe,;480;57.55%;354;Tak
R1;180105;1;GĄDEK Krzysztof;49;wyższe zawodowe;Muczne,;155;16.94;-1;Nie
R1;180105;2;KRUPA Janusz Andrzej;47;wyższe;Lutowiska,;279;30.49;-1;Nie
R1;180105;3;MRÓZ Krzysztof Jacek;56;wyższe;Dwernik,;481;52.57;-1;Tak
R1;180108;1;GĄSIOR Krzysztof Jan;58;wyższe;Krościenko,;1351;18.36;-1;Nie
R1;180108;2;ROMOWICZ Bartosz;30;wyższe;Ustrzyki Dolne,;3786;51.45;-1;Tak
R1;180108;3;URBAN Ryszard Marian;55;wyższe;Ustrzyki Dolne,;2221;30.18;-1;Nie
R1;180201;1;RZEPKA Józef;62;wyższe;Brzozów,;3695;33.38;-1;Druga tura
R1;180201;2;STAPIŃSKI Szymon Wojciech;31;wyższe;Brzozów,;4753;42.94;-1;Druga tura
R1;180201;3;SZAŁAJKO Stanisław Michał;59;wyższe;Brzozów,;423;3.82;-1;Nie
R1;180201;4;SZMYD Zdzisław Andrzej;65;wyższe;Brzozów,;2198;19.86;-1;Nie
R1;180202;1;KĘDRA Jan;60;średnie;Golcowa,;1535;53.63;-1;Tak
R1;180202;2;LEŃ Zbigniew;53;wyższe;Domaradz,;427;14.92;-1;Nie
R1;180202;3;RACHWAŁ Paweł Marian;37;wyższe;Domaradz,;167;5.84;-1;Nie
R1;180202;4;WRONA Andrzej Zbigniew;34;wyższe;Golcowa,;733;25.61;-1;Nie
R1;180203;1;ADAMSKI Jerzy Ferdynand;61;wyższe;Brzozów,;1586;44.87;-1;Druga tura
R1;180203;2;KOT Andrzej;53;wyższe;Krzemienna,;382;10.81;-1;Nie
R1;180203;3;POCAŁUŃ Alicja Anna;40;wyższe;Krzywe,;1567;44.33;-1;Druga tura
R1;180204;1;DĄBROWSKI Michał;33;wyższe;Haczów,;1756;45.88;-1;Nie
R1;180204;2;JAKIEL Stanisław;61;wyższe;Haczów,;2071;54.12;-1;Tak
R1;180205;1;BRZUSZEK Urszula Teresa;56;wyższe;Jasienica Rosielna,;2354;78.60%;641;Tak
R1;180206;1;DOBOSZ Rafał Andrzej;42;wyższe;Izdebki,;771;21.85;-1;Nie
R1;180206;2;OWSIANY Marek;50;wyższe;Nozdrzec,;1205;34.16;-1;Druga tura
R1;180206;3;ŻELAZNOWSKI Stanisław Jan;54;wyższe;Izdebki,;1552;43.99;-1;Druga tura
R1;180301;1;GORCZYCA Tomasz;39;wyższe;Jasionka,;1095;5.81;-1;Nie
R1;180301;2;KUTRZEBA Mateusz Marek;31;wyższe;Dębica,;7630;40.48;-1;Druga tura
R1;180301;3;MICHOŃ Piotr Grzegorz;38;wyższe;Dębica,;1709;9.07;-1;Nie
R1;180301;4;SZEWCZYK Mariusz Krzysztof;54;wyższe;Dębica,;8416;44.65;-1;Druga tura
R1;180302;1;HIPSZER Paweł;37;wyższe;Kmienica Dolna,;2613;46.96;-1;Nie
R1;180302;2;STANISZEWSKI Wojciech Piotr;51;średnie;Brzostek,;2951;53.04;-1;Tak
R1;180303;1;CHUDY Józef;57;średnie;Róża,;3567;63.75;-1;Tak
R1;180303;2;SUTKOWSKI Witold Piotr;45;wyższe;Czarna,;2028;36.25;-1;Nie
R1;180304;1;PIENIĄŻEK Adam;38;wyższe;Głobikowa,;3632;33.35;-1;Druga tura
R1;180304;2;ROKOSZ Stanisław Józef;68;wyższe;Brzeźnica,;5359;49.21;-1;Druga tura
R1;180304;3;ŻUREK Agnieszka;44;wyższe;Brzeźnica,;1900;17.45;-1;Nie
R1;180305;1;JANIGA Jan Józef;40;wyższe;Jodłowa,;1813;73.70;-1;Tak
R1;180305;2;KAPŁON Stanisław Jan;57;średnie;Jodłowa,;328;13.33;-1;Nie
R1;180305;3;KITA Grzegorz;41;wyższe;Jodłowa,;319;12.97;-1;Nie
R1;180306;1;GOŁĘBIOWSKA Ewa Marianna;50;wyższe;Parkosz,;5276;63.66;-1;Tak
R1;180306;2;URJASZ Jerzy;46;średnie;Łęki Dolne,;3012;36.34;-1;Nie
R1;180307;1;MOSKAL Krzysztof;60;wyższe;Żyraków,;801;12.62;-1;Nie
R1;180307;2;RĄCZKA Marek Stanisław;57;wyższe;Bobrowa,;3028;47.72;-1;Druga tura
R1;180307;3;TYLEC Krzysztof Jan;44;wyższe;Nagoszyn,;2516;39.65;-1;Druga tura
R1;180401;1;MUZYCZKA Michał Piotr;35;wyższe;Jarosław,;1385;8.68;-1;Nie
R1;180401;2;PALUCH Waldemar Krzysztof;48;wyższe ekonomiczne;Koniaczów,;10190;63.85;-1;Tak
R1;180401;3;WOŁOSZYN Bogdan Jerzy;54;wyższe magisterskie;Jarosław,;4384;27.47;-1;Nie
R1;180402;1;INDRA Krzysztof;44;Wyższe;Radymno,;752;29.94;-1;Druga tura
R1;180402;2;PIROŻEK Wiesław;57;Wyższe;Radymno,;509;20.26;-1;Nie
R1;180402;3;PIZIURNY Mieczysław Józef;55;Wyższe;Radymno,;1068;42.52;-1;Druga tura
R1;180402;4;PUZIO Marek;56;Wyższe;Radymno,;183;7.29;-1;Nie
R1;180403;1;CZYŻ Andrzej Stanisław;53;wyższe;Widna Góra,;998;39.48;-1;Druga tura
R1;180403;2;HOMA Andrzej Robert;50;wyższe;Jarosław,;924;36.55;-1;Druga tura
R1;180403;3;STRAWA Tomasz Paweł;32;średnie;Łowce,;355;14.04;-1;Nie
R1;180403;4;ZIELIŃSKI Sławomir;40;wyższe;Chłopice,;251;9.93;-1;Nie
R1;180404;1;CZUBOCHA Ryszard;35;wyższe;Tuczempy,;782;14.75;-1;Nie
R1;180404;2;FRANKIEWICZ Paweł Szczepan;39;wyższe;Munina, Solidarna Polska;1262;23.80;-1;Nie
R1;180404;3;KAŁAMARZ Roman;67;wyższe;Studzian,;3259;61.46;-1;Tak
R1;180405;1;GONCIARZ Stanisław Jan;51;wyższe;Laszki,;2626;80.50;-1;Tak
R1;180405;2;HAUSNER Paweł Stanisław;31;wyższe;Laszki,;636;19.50;-1;Nie
R1;180406;1;BARAN Ireneusz Stanisław;42;Wyższe;Wierzbna,;1117;30.53;-1;Nie
R1;180406;2;REŃ Mariusz Władysław;49;Wyższe;Ożańsk,;2542;69.47;-1;Tak
R1;180407;1;GÓRSKI Stanisław Wacław;62;Wyższe;Jodłówka,;2206;49.02;-1;Nie
R1;180407;2;SZKOŁA Wacław Stanisław;66;wyższe;Pruchnik,;2294;50.98;-1;Tak
R1;180408;1;GIL Marian;62;wyższe;Ostrów,;319;5.94;-1;Nie
R1;180408;2;KORALEWICZ Agnieszka Jadwiga;48;wyższe ekonomiczne;Skołoszów,;822;15.30;-1;Nie
R1;180408;3;PRZYGOŃSKI Adam Jan;44;wyższe;Radymno,;1271;23.66;-1;Nie
R1;180408;4;SZYLAR Bogdan Ryszard;49;wyższe;Skołoszów,;2960;55.10;-1;Tak
R1;180409;1;DYL ADAM;60;WYŻSZE;ROKIETNICA,;51;2.42;-1;Nie
R1;180409;2;GMYREK BOŻENA ZOFIA;53;WYŻSZE;TYWONIA,;768;36.48;-1;Nie
R1;180409;3;SZAJNY WITOLD JAN;55;WYŻSZE;ROKIETNICA,;1286;61.09;-1;Tak
R1;180410;1;KOTLIŃSKI Tomasz Michał;52;wyższe;Roźwienica,;1608;71.50%;641;Tak
R1;180411;1;DEC Tomasz Jan;36;średnie;Mołodycz,;1709;30.51;-1;Nie
R1;180411;2;RYZNAR Marian Jerzy;57;wyższe;Wiązownica,;3893;69.49;-1;Tak
R1;180501;1;CZERNECKI Andrzej Stefan;56;wyższe;Jasło,;5830;45.15;-1;Nie
R1;180501;2;PABIAN Ryszard Józef;61;wyższe;Jasło,;7083;54.85;-1;Tak
R1;180502;1;PAPCIAK Rafał;41;wyższe prawnicze;Brzyska, Prawo i Sprawiedliwość;1628;64.37%;901;Tak
R1;180503;1;BOLEK Marcin Tomasz;43;wyższe;Dębowiec,;1460;37.47;-1;Druga tura
R1;180503;2;MLICKI Stanisław Jan;55;średnie;Folusz,;576;14.78;-1;Nie
R1;180503;3;STANISZEWSKI Zbigniew;56;wyższe;Cieklin,;1384;35.52;-1;Druga tura
R1;180503;4;STÓJ Marek Michał;58;wyższe;Majscowa,;476;12.22;-1;Nie
R1;180504;1;GORGOSZ Tadeusz;65;średnie;Trzcinica,;3182;45.94;-1;Nie
R1;180504;2;PIĘKOŚ Wojciech Jacek;52;wyższe;Szebnie,;3745;54.06;-1;Tak
R1;180505;1;SALACHA Małgorzata;52;wyższe;Kołaczyce,;1720;48.07;-1;Nie
R1;180505;2;ŻYGŁOWICZ Stanisław Franciszek;69;wyższe;Kołaczyce,;1858;51.93;-1;Tak
R1;180506;1;MIŚKOWICZ Kazimierz Jan;59;średnie;Krempna,;451;52.69;-1;Tak
R1;180506;2;ROGOWSKI Wiesław Janusz;45;wyższe;Nowy Żmigród,;405;47.31;-1;Nie
R1;180507;1;BAKUTA Edward;62;średnie techniczne;Nowy Żmigród,;353;8.56;-1;Nie
R1;180507;2;BARA Grzegorz Witold;44;wyższe;Mytarz, Prawo i Sprawiedliwość;3127;75.79;-1;Tak
R1;180507;3;CZEKAJ Łukasz Karol;37;wyższe informatyczne;Mytarka,;368;8.92;-1;Nie
R1;180507;4;REICHERT Katarzyna Justyna;35;wyższe;Nowy Żmigród,;278;6.74;-1;Nie
R1;180508;1;PYKOSZ Mariusz Feliks;50;wyższe;Pielgrzymka,;995;41.61;-1;Druga tura
R1;180508;2;STACHURSKI Andrzej Adam;52;zawodowe;Pielgrzymka,;1104;46.17;-1;Druga tura
R1;180508;3;ZAWISZA Tadeusz Jan;56;średnie;Osiek Jasielski,;292;12.21;-1;Nie
R1;180509;1;KRAS Wojciech Stanisław;45;wyższe;Jasło,;1038;19.23;-1;Nie
R1;180509;2;KRĘCISZ Bogusław Kazimierz;47;wyższe;Święcany,;2721;50.40;-1;Tak
R1;180509;3;PAWLUŚ Stanisław Jerzy;50;wyższe;Skołyszyn,;1640;30.38;-1;Nie
R1;180511;1;CZUBIK Jan;70;wyższe;Umieszcz,;2515;65.14;-1;Tak
R1;180511;2;LESZKIEWICZ Miłosz Józef;30;wyższe;Tarnowiec,;1346;34.86;-1;Nie
R1;180601;1;GALEK Eugeniusz Jan;62;średnie;Cmolas,;2234;73.34%;812;Tak
R1;180602;1;KARKUT Michał;37;wyższe;Kolbuszowa Górna,;4603;44.46;-1;Nie
R1;180602;2;ZUBA Jan;61;wyższe techniczne;Kolbuszowa,;5751;55.54;-1;Tak
R1;180603;1;WILK Jerzy;56;wyższe;Majdan Królewski,;2457;78.20%;685;Tak
R1;180604;1;WRÓBEL Elżbieta Stanisława;60;wyższe;Niwiska, PiS;2001;84.36%;371;Tak
R1;180605;1;GRĄDZIEL Władysław;53;wyższe techniczne;Wola Raniżowska,;1871;58.87;-1;Tak
R1;180605;2;PUZIO Jan;42;wyższe;Raniżów,;1307;41.13;-1;Nie
R1;180606;1;KLECHA Edward Jan;54;średnie techniczne;Wilcza Wola,;461;19.35;-1;Nie
R1;180606;2;KOSIOROWSKA-MATEJEK Edyta Magdalena;34;wyższe;Mechowiec,;225;9.45;-1;Nie
R1;180606;3;SITO Jerzy;55;średnie;Dzikowiec,;615;25.82;-1;Druga tura
R1;180606;4;TĘCZA Józef;54;wyższe;Nowy Dzikowiec,;1081;45.38;-1;Druga tura
R1;180701;1;KONIECKI Andrzej Walenty;60;wyższe techniczne i pedagogiczne;Szczepańcowa,;2115;37.43;-1;Nie
R1;180701;2;SZCZUR Marcin Łukasz;35;wyższe;Chorkówka,;633;11.20;-1;Nie
R1;180701;3;WĘGRZYNOWSKI Grzegorz Wojciech;42;wyższe;Żeglce,;2903;51.37;-1;Tak
R1;180702;1;ADAMSKI Łukasz Jacek;42;wyższe;Równe,;1579;26.10;-1;Druga tura
R1;180702;2;ANDRUCH Krystyna;57;wyższe;Nadole,;1263;20.88;-1;Nie
R1;180702;3;BYTNAR Andrzej;45;wyższe;Dukla,;1648;27.24;-1;Druga tura
R1;180702;4;DEMBICZAK Agnieszka Magdalena;44;średnie;Wietrzno,;362;5.98;-1;Nie
R1;180702;5;GÓRAK Marek Wacław;55;wyższe techniczne;Dukla,;1198;19.80;-1;Nie
R1;180703;1;KOCAJ Witold;54;wyższe;Iwonicz,;2694;61.89;-1;Tak
R1;180703;2;ROGOWSKI Dariusz Jan;44;wyższe;Iwonicz,;270;6.20;-1;Nie
R1;180703;3;SOWIŃSKI Józef;57;wyższe;Iwonicz,;1389;31.91;-1;Nie
R1;180704;1;JUSZCZAK Jan Józef;58;wyższe;Moderówka,;1786;28.71;-1;Nie
R1;180704;2;KŁOSOWICZ Wojciech Piotr;38;wyższe techniczne;Potok,;931;14.97;-1;Nie
R1;180704;3;URBANIK Jolanta Teresa;48;wyższe;Jaszczew,;3503;56.32;-1;Tak
R1;180705;1;PACZOSA Adam;50;wyższe;Korczyna,;871;18.12;-1;Nie
R1;180705;2;PELCZAR Tadeusz Stanisław;43;średnie;Korczyna,;1942;40.40;-1;Druga tura
R1;180705;3;ZYCH Jan Władysław;63;wyższe;Korczyna,;1994;41.48;-1;Druga tura
R1;180706;1;LIPUT Mateusz;29;wyższe;Krościenko Wyżne,;1459;58.34;-1;Tak
R1;180706;2;OMACHEL Jan Marian;62;wyższe techniczne;Pustyny,;1042;41.66;-1;Nie
R1;180707;1;CHILIK Dorota;47;wyższe;Rogi,;3347;53.09;-1;Tak
R1;180707;2;KLARA Marek;39;wyższe;Targowiska,;2957;46.91;-1;Nie
R1;180708;1;FARBANIEC Wojciech;59;wyższe;Rymanów-Zdrój,;4695;78.11%;1316;Tak
R1;180709;1;STEFAŃSKI Sławomir Jan;38;wyższe;Ustrobna,;2838;79.19;-1;Tak
R1;180709;2;URBANEK Artur;29;wyższe;Odrzykoń,;746;20.81;-1;Nie
R1;180710;1;DAŃCZAK Adam;57;wyższe;Moszczaniec,;569;56.84;-1;Tak
R1;180710;2;LORENC Ignacy;64;wyższe;Jaśliska,;339;33.87;-1;Nie
R1;180710;3;MADEJ Katarzyna Patrycja;26;wyższe;Iwonicz,;93;9.29;-1;Nie
R1;180801;1;KARAKUŁA Marek;46;wyższe;Leżajsk,;2271;38.52;-1;Nie
R1;180801;2;MAZURKIEWICZ Andrzej;45;wyższe;Leżajsk,;654;11.09;-1;Nie
R1;180801;3;STEFAŃSKI Ireneusz Marian;56;wyższe;Leżajsk,;2971;50.39;-1;Tak
R1;180802;1;CHMURA Jacek;48;wyższe;Grodzisko Dolne,;2109;61.06;-1;Tak
R1;180802;2;KRYLA Kazimierz;55;wyższe;Grodzisko Górne,;1345;38.94;-1;Nie
R1;180803;1;ĆWIKŁA Bartłomiej Franciszek;34;wyższe;Kuryłówka,;346;13.58;-1;Nie
R1;180803;2;KOŁCZ Bogdan;49;wyższe;Kuryłówka,;766;30.06;-1;Druga tura
R1;180803;3;KYCIA Alicja Ewa;45;wyższe;Kuryłówka,;472;18.52;-1;Nie
R1;180803;4;WYSZYŃSKA Agnieszka;36;wyższe;Kuryłówka, Prawo i Sprawiedliwość;964;37.83;-1;Druga tura
R1;180804;1;HOZER Adam Władysław;41;wyższe;Przychojec,;1894;22.67;-1;Nie
R1;180804;2;SOBEJKO Krzysztof Bogusław;51;wyższe;Leżajsk,;6460;77.33;-1;Tak
R1;180805;1;KUSY Agata Dorota;44;wyższe;Nowa Sarzyna,;3034;33.48;-1;Nie
R1;180805;2;RYCHEL Andrzej;46;wyższe;Wola Zarczycka,;6028;66.52;-1;Tak
R1;180901;1;ANTONIK Alicja Barbara;59;wyższe;LUBACZÓW,;1050;20.31;-1;Druga tura
R1;180901;2;DOBROWOLSKI Paweł Marek;50;wyższe;LUBACZÓW,;778;15.05;-1;Nie
R1;180901;3;HASS Zbigniew Józef;54;średnie techniczne;LUBACZÓW,;332;6.42;-1;Nie
R1;180901;4;MAŁECKI Marek Stanisław;48;wyższe;LUBACZÓW,;863;16.69;-1;Nie
R1;180901;5;SZPYT Krzysztof Antoni;53;wyższe;LUBACZÓW,;2148;41.54;-1;Druga tura
R1;180902;1;KUDYBA Wiesław;52;Wyższe;Chotylub,;1429;44.52;-1;Nie
R1;180902;2;ZADWORNY Zdzisław;56;Wyższe;Dachnów,;1781;55.48;-1;Tak
R1;180903;1;GOLENIA Marlena Anna;34;wyższe;Horyniec-Zdrój,;557;27.18;-1;Nie
R1;180903;2;SERKIS Robert Marek;43;wyższe;Horyniec-Zdrój,;1492;72.82;-1;Tak
R1;180904;1;KAPEL Wiesław Krzysztof;49;wyższe;Lisie Jamy,;3407;79.88;-1;Tak
R1;180904;2;KRYGOWSKI Józef;53;średnie;Załuże,;858;20.12;-1;Nie
R1;180905;1;DOMINIK Grzegorz Leon;35;Wyższe;Jędrzejówka,;2113;59.42;-1;Tak
R1;180905;2;WOŚ Stanisław Andrzej;57;Wyższe;Narol,;1443;40.58;-1;Nie
R1;180906;1;BABULA Stanisław;61;wyższe;Oleszyce,;1112;38.99;-1;Nie
R1;180906;2;GRYNIEWICZ Andrzej;45;wyższe;Oleszyce,;1740;61.01;-1;Tak
R1;180907;1;JABŁOŃSKI Tomasz Krzysztof;39;wyższe;Stary Dzików,;1251;58.00;-1;Tak
R1;180907;2;MAŁECKA Barbara Danuta;53;wyższe;Stary Dzików,;906;42.00;-1;Nie
R1;180908;1;HAWRYLAK Albert;28;wyższe;Wielkie Oczy,;1096;61.13;-1;Tak
R1;180908;2;LORENC Tomasz Andrzej;41;wyższe;Wielkie Oczy,;697;38.87;-1;Nie
R1;181001;1;HAŁKA Jerzy;59;wyższe;Łańcut,;1063;13.75;-1;Nie
R1;181001;2;KUMEK Rafał Robert;44;wyższe;Łańcut,;3411;44.11;-1;Druga tura
R1;181001;3;PILAWA-KRAUS Barbara;49;wyższe;Łańcut,;1917;24.79;-1;Druga tura
R1;181001;4;RUPAR Joanna;44;wyższe;Łańcut,;1342;17.35;-1;Nie
R1;181002;1;MASŁOŃ Franciszek;59;wyższe;Korniaktów Północny,;2718;84.62%;494;Tak
R1;181003;1;DOBRZAŃSKI Edward Łukasz;65;średnie;Zalesie,;2659;52.97;-1;Tak
R1;181003;2;KRAMARZ Tadeusz Kazimierz;60;wyższe;Krzemienica,;2361;47.03;-1;Nie
R1;181004;1;CZARNOTA Jakub Daniel;34;wyższe;Handzlówka,;6395;64.58;-1;Tak
R1;181004;2;ŁOZA Zbigniew;62;wyższe techniczne;Wysoka, Prawo i Sprawiedliwość;3508;35.42;-1;Nie
R1;181005;1;BAR Tadeusz;64;wyższe techniczne;Markowa,;572;19.35;-1;Nie
R1;181005;2;KUŹNIAR Lucjan;60;wyższe;Markowa, Prawo i Sprawiedliwość;1087;36.77;-1;Druga tura
R1;181005;3;MAC Mirosław Marek;34;wyższe;Husów,;1297;43.88;-1;Druga tura
R1;181006;1;RZEPKA Agnieszka;47;wyższe;Rakszawa,;1385;40.76;-1;Druga tura
R1;181006;2;SZUBART Jacek Szymon;34;wyższe prawnicze;Rakszawa,;1363;40.11;-1;Druga tura
R1;181006;3;WRÓBEL Stanisław Jakub;53;średnie;Rakszawa,;650;19.13;-1;Nie
R1;181007;1;DUDEK Piotr Gustaw;57;wyższe;Żołynia,;2163;64.07;-1;Tak
R1;181007;2;GÓRECKI Kazimierz Ryszard;63;wyższe;Żołynia,;280;8.29;-1;Nie
R1;181007;3;PANEK Stanisław;58;Wyższe;Żołynia,;933;27.64;-1;Nie
R1;181101;1;KAPINOS Fryderyk Sylwester;56;wyższe;Mielec,;9126;37.54;-1;Druga tura
R1;181101;2;NOWAKOWSKI Zdzisław Ryszard;63;wyższe;Mielec,;3221;13.25;-1;Nie
R1;181101;3;SKOWRON Andrzej Jan;47;wyższe;Mielec,;2093;8.61;-1;Nie
R1;181101;4;WIŚNIEWSKI Jacek Andrzej;42;wyższe;Mielec,;6921;28.47;-1;Druga tura
R1;181101;5;ZIOMEK Grzegorz;35;wyższe;Mielec,;2952;12.14;-1;Nie
R1;181102;1;BŁAŻEJOWSKI Władysław Edward;60;wyższe;Borowa,;763;27.49;-1;Druga tura
R1;181102;2;ĆWIĘKA Stanisław Jan;65;średnie;Borowa,;291;10.48;-1;Nie
R1;181102;3;KAZIMIERSKI Józef Stanisław;64;średnie;Sadkowa Góra,;119;4.29;-1;Nie
R1;181102;4;MAGDZIAK Andrzej Jan;54;wyższe;Borowa,;488;17.58;-1;Nie
R1;181102;5;MIESZKOWSKI Stanisław Marek;54;wyższe;Mielec,;1115;40.17;-1;Druga tura
R1;181103;1;ĆWIĘKA Jarosław Stanisław;39;wyższe;Trzciana,;807;26.20;-1;Nie
R1;181103;2;SIDUR Sławomir Stanisław;41;wyższe;Breń Osuchowski,;1328;43.12;-1;Druga tura
R1;181103;3;ŚPIEWAK Kazimierz;63;wyższe;Czermin,;945;30.68;-1;Druga tura
R1;181104;1;NOWAK Jan;70;wyższe;Kliszów,;753;55.49;-1;Tak
R1;181104;2;WOJNAROWSKI Bogusław Mieczysław;42;wyższe;Wola Zdakowska,;604;44.51;-1;Nie
R1;181105;1;KRAWCZYK Jerzy Stanisław;45;wyższe;Boża Wola,;2004;35.73;-1;Nie
R1;181105;2;PIĄTEK Józef Michał;58;wyższe;Chorzelów,;3605;64.27;-1;Tak
R1;181106;1;PLUTA Robert;44;wyższe;Padew Narodowa, Solidarna Polska;1624;63.61;-1;Tak
R1;181106;2;UZAR Dawid Wojciech;36;wyższe;Padew Narodowa,;929;36.39;-1;Nie
R1;181107;1;SIEMBAB Renata Aleksandra;50;wyższe;Kiełków,;3141;60.45;-1;Tak
R1;181107;2;WOLANIN Ryszard;62;wyższe;Przecław,;2055;39.55;-1;Nie
R1;181108;1;MACHNIK Wojciech Marek;35;wyższe;Radomyśl Wielki,;2147;42.34;-1;Nie
R1;181108;2;RYBIŃSKI Józef;67;wyższe;Radomyśl Wielki,;2924;57.66;-1;Tak
R1;181109;1;GŁAZ Andrzej;53;wyższe;Jaślany,;2496;67.04;-1;Tak
R1;181109;2;PATERAK Janusz;51;średnie techniczne;Czajkowa,;700;18.80;-1;Nie
R1;181109;3;PIEKARSKI Paweł Rafał;38;wyższe;Malinie,;527;14.16;-1;Nie
R1;181110;1;DEPTUŁA Michał;29;wyższe;Wierzchowiny,;1618;51.07;-1;Tak
R1;181110;2;KAGAN Franciszek Grzegorz;50;średnie;Zabrnie,;336;10.61;-1;Nie
R1;181110;3;KOS Jerzy Ryszard;44;wyższe;Wierzchowiny,;1214;38.32;-1;Nie
R1;181201;1;KISZKA Krzysztof;51;wyższe;Maziarnia,;2226;86.11%;359;Tak
R1;181202;1;ISKRA Bogusław Adam;56;wyższe;Katy,;627;29.15;-1;Nie
R1;181202;2;WALCZAK Zbigniew Jan;63;wyższe;Jarocin, PiS;1524;70.85;-1;Tak
R1;181203;1;BIELEŃ Grzegorz Adam;51;wyższe;Jata,;1272;27.02;-1;Nie
R1;181203;2;SIBIGA Krzysztof;54;średnie;Groble,;201;4.27;-1;Nie
R1;181203;3;STĘPAK Marek;54;średnie;Jeżowe,;2420;51.40;-1;Tak
R1;181203;4;WYKA Zbigniew;56;zawodowe;Jeżowe,;815;17.31;-1;Nie
R1;181204;1;NOWAKOWSKI Stanisław;55;wyższe;Krzeszów Dolny,;989;56.81;-1;Tak
R1;181204;2;OLSZÓWKA Mariusz;45;średnie;Kamionka Średnia,;311;17.86;-1;Nie
R1;181204;3;PAWEŁKO Mirosław Grzegorz;57;wyższe;Kustrawa,;441;25.33;-1;Nie
R1;181205;1;BOROWIEC Błażej Stefan;44;wyższe;Nisko,;2073;23.37;-1;Nie
R1;181205;2;KUZIORA Zbigniew Edward;63;wyższe;Stalowa Wola,;141;1.59;-1;Nie
R1;181205;3;OLEKSAK Tomasz Robert;50;wyższe;Nisko,;1003;11.31;-1;Nie
R1;181205;4;SROKA Józef;57;wyższe;Racławice,;2722;30.68;-1;Druga tura
R1;181205;5;ŚLUSARCZYK Waldemar;57;wyższe;Nisko,;2933;33.06;-1;Druga tura
R1;181206;1;GROCHOWSKI Waldemar;59;wyższe techniczne;Rudnik nad Sanem,;2325;62.02;-1;Tak
R1;181206;2;TOFILSKA Teodora Krystyna;53;wyższe;Rudnik nad Sanem,;1424;37.98;-1;Nie
